area,rooms,bathroom,parkingSpaces,floor,animal,furniture,hoa,rentAmount,propertyTax,fireInsurance,total
500,4,3,5,0,0,1,0,12000,84,181,12270
80,2,1,0,0,1,0,0,950,0,17,967
64,2,1,0,0,0,0,0,1700,78,26,1804
20,1,1,0,0,1,1,0,2060,0,27,2087
237,4,4,4,4,1,0,3100,4990,1031,64,9185
190,4,4,3,17,1,0,2263,6000,899,77,9239
28,1,1,0,2,1,0,200,1600,0,21,1821
46,2,1,1,3,0,0,250,1100,53,5,1408
120,3,2,2,2,0,0,600,2000,121,30,2751
76,2,1,1,0,1,0,0,2000,45,31,2076
142,3,2,1,14,1,0,1950,8500,194,108,10750
296,3,2,1,12,1,0,1400,13500,848,174,15920
365,4,6,6,0,1,0,490,13000,459,214,14160
125,4,2,2,2,0,0,1676,4500,40,58,6274
55,2,1,1,2,1,0,450,1550,83,20,2103
400,6,4,3,0,1,0,0,3999,2250,61,6310
50,1,1,0,0,1,1,464,1190,114,18,1786
36,1,1,0,6,1,0,423,2680,47,34,3184
48,1,1,1,12,1,1,950,2500,0,37,3487
38,1,1,0,6,1,1,530,850,34,13,1427
94,1,1,1,2,1,0,700,4800,250,71,5821
49,2,1,1,10,0,0,513,1890,0,24,2427
60,2,1,1,2,1,0,300,1300,53,17,1670
70,2,3,1,7,1,0,1196,2004,0,26,3226
75,3,2,1,16,1,0,670,1539,0,20,2229
54,1,1,0,8,1,1,500,3949,0,51,4500
50,1,1,0,11,1,1,370,3398,177,44,3989
81,2,3,2,7,0,1,1010,5500,1800,71,8381
750,4,6,2,0,1,0,0,15000,2041,226,17270
20,1,1,0,4,1,1,602,1800,130,23,2555
100,2,3,2,9,1,0,0,12960,0,165,13130
49,1,1,1,1,0,0,545,1200,0,16,1761
20,1,1,0,1,0,0,0,1000,84,13,1097
80,2,1,0,3,1,0,871,600,94,8,1573
156,3,2,3,9,1,0,1200,2200,167,29,3596
287,3,3,4,0,1,0,900,4477,900,68,6345
130,4,4,3,16,0,0,1778,5200,529,70,7577
302,4,4,3,2,1,0,2100,8973,750,132,11960
35,1,1,0,5,0,0,400,1740,50,23,2213
90,2,1,0,1,1,0,255,1990,0,26,2271
81,2,1,1,4,0,0,1121,3910,340,50,5421
40,2,1,0,2,1,0,480,1417,84,18,1999
60,2,1,1,4,1,0,750,1841,77,7,2675
25,1,1,0,11,0,1,350,2928,34,38,3350
700,5,7,5,0,1,0,0,15000,2240,226,17470
237,3,5,3,8,1,1,2200,5500,917,70,8687
162,2,2,1,13,1,0,1804,5000,545,64,7413
190,4,3,2,0,0,1,0,8311,415,125,8851
46,1,1,0,5,1,1,1300,1950,0,25,3275
172,3,4,3,1,1,0,1596,8000,820,102,10520
236,4,5,5,5,1,0,2827,5000,1261,64,9152
100,3,1,2,0,0,0,0,1600,84,25,1709
80,1,1,0,11,1,0,350,1000,0,14,1364
335,3,4,4,0,1,1,0,6200,650,94,6944
190,3,2,1,0,1,0,0,4100,84,62,4246
207,4,3,1,5,1,0,1500,4240,542,55,6337
72,2,2,1,3,1,1,300,2000,109,30,2439
102,3,2,1,9,1,1,1050,4000,125,59,5234
50,1,1,0,0,0,0,0,880,17,14,911
150,3,4,0,4,1,0,1200,5900,475,75,7650
220,4,3,2,2,1,0,1200,3500,271,47,5018
150,3,3,1,9,1,0,1700,13000,305,165,15170
110,3,2,1,2,1,0,800,2100,155,28,3083
300,4,4,4,19,1,1,2800,9000,1667,115,13580
29,1,1,0,2,1,0,148,1380,15,21,1564
40,1,1,0,5,1,0,578,2300,0,30,2908
500,4,5,3,0,0,1,550,13500,3334,172,17560
45,1,1,1,2,1,0,565,2300,0,30,2895
75,2,2,1,8,1,0,684,1800,84,24,2592
80,2,2,1,9,1,1,767,3200,213,41,4221
65,2,1,0,5,1,0,550,850,34,13,1447
400,5,5,4,0,1,1,3200,6141,817,93,10250
49,1,1,2,8,1,1,2000,8000,217,102,10320
70,2,1,0,12,1,1,715,2100,114,27,2956
130,4,2,6,0,1,0,0,6100,512,92,6704
146,3,4,3,4,1,0,2100,6000,584,77,8761
64,2,1,0,7,1,1,650,2000,57,30,2737
63,3,2,1,8,1,0,440,3300,10,42,3792
46,2,1,1,2,1,0,300,850,62,12,1224
90,2,1,0,0,1,0,0,1199,42,19,1260
573,4,5,7,0,1,1,0,14000,1974,211,16190
38,1,1,0,6,1,0,0,1680,0,22,1702
70,2,1,1,4,1,1,600,1500,125,20,2245
23,1,1,0,2,0,0,210,950,50,13,1223
84,2,2,1,0,1,0,0,2000,109,31,2140
40,1,1,1,11,0,1,575,2500,128,33,3236
1600,4,5,12,0,1,0,1,6900,5000,104,12010
200,5,3,2,0,1,0,0,2300,170,38,2508
100,3,2,0,0,1,0,0,3000,172,46,3218
69,2,2,0,3,1,0,334,1500,40,22,1896
92,3,2,2,4,1,0,0,2800,179,36,3015
120,3,2,4,8,1,0,1365,4500,398,58,6321
90,3,2,2,7,0,0,1080,2500,348,34,3962
53,2,1,1,8,1,1,720,3250,67,42,4079
300,3,3,4,0,1,0,1,3700,950,56,4707
65,2,2,2,21,1,0,650,3200,234,41,4125
269,4,3,2,0,1,0,0,4900,357,81,5338
130,3,2,1,7,1,0,1000,2500,100,32,3632
248,3,4,4,9,1,0,4094,5500,146,70,9810
45,1,1,1,6,0,0,251,1300,101,18,1670
130,3,1,2,0,1,0,0,3800,130,58,3988
75,2,1,0,10,1,0,600,1100,60,17,1777
250,2,4,8,0,1,0,0,4500,325,69,4894
35,1,1,1,7,1,1,715,2370,0,31,3116
130,3,3,1,13,1,0,1510,2700,260,35,4505
30,1,1,0,6,1,1,450,1700,0,22,2172
200,3,4,3,8,1,0,1700,6800,667,87,9254
40,1,1,0,1,1,0,0,900,155,12,1067
113,3,1,0,3,1,1,1500,4000,385,52,5937
100,2,2,2,4,1,0,1439,5500,233,71,7243
52,2,1,1,9,1,0,480,1150,55,15,1700
34,1,1,1,4,0,0,475,2200,77,28,2780
73,3,2,3,2,1,0,1100,1250,155,16,2521
210,4,5,3,4,1,0,1635,5200,606,70,7511
219,4,5,2,4,1,1,1954,3800,472,49,6275
70,3,2,1,4,1,0,370,1600,113,22,2105
65,1,2,2,3,1,0,500,2500,0,37,3037
52,1,1,0,3,0,1,218,2585,0,10,2813
80,2,1,1,6,0,0,498,1000,75,13,1586
74,2,1,1,10,1,0,701,1768,34,23,2526
35,1,1,1,11,1,0,470,2500,22,32,3024
70,1,1,2,0,1,0,0,1450,5,22,1477
193,4,3,4,0,1,1,0,4000,125,72,4197
50,1,1,0,0,1,0,0,700,45,11,756
55,2,2,1,5,0,0,720,850,58,11,1639
44,1,1,0,8,1,1,310,770,12,10,1102
68,2,1,1,9,1,0,706,1700,0,22,2428
300,3,2,1,2,1,0,600,2300,267,31,3198
70,1,1,0,0,1,0,0,800,153,14,967
300,4,4,2,0,1,0,0,8500,267,128,8895
203,4,3,3,11,0,0,2500,6400,971,86,9957
45,2,2,0,0,0,0,0,1650,84,25,1759
240,3,4,3,8,1,0,2900,7000,1225,89,11210
100,2,3,2,3,1,1,350,2600,100,38,3088
137,3,2,3,5,1,0,500,2800,150,41,3491
61,2,2,1,1,1,0,885,2000,130,26,3041
60,2,2,1,4,1,0,375,1500,0,22,1897
13,1,1,0,1,1,0,0,2200,5,28,2233
98,2,2,0,21,1,1,1552,9000,375,115,11040
138,2,3,2,22,1,0,1500,9800,545,125,11970
80,2,2,2,19,0,0,950,4500,501,60,6011
30,1,1,0,2,1,0,0,525,25,7,557
63,2,2,2,10,0,1,783,2000,24,26,2833
95,2,3,2,4,0,0,1389,4500,415,60,6364
54,2,1,1,5,1,1,600,1100,192,14,1906
35,1,1,1,24,1,1,540,2100,140,27,2807
44,1,1,0,2,1,1,316,1163,49,17,1545
140,2,3,2,7,1,0,2400,6500,667,84,9651
70,2,1,0,0,1,0,0,1700,255,26,1981
162,3,3,2,3,1,0,380,2800,125,38,3343
420,4,4,4,19,1,0,4900,11050,3700,141,19790
147,4,5,3,3,1,0,1200,2975,293,40,4508
80,1,1,1,7,1,0,550,2800,100,36,3486
89,2,2,2,4,1,1,1744,3900,266,51,5961
163,3,3,3,8,1,1,1532,2550,417,33,4532
42,1,1,1,5,1,0,330,2100,107,27,2564
330,4,5,2,4,1,0,4400,12500,1334,159,18390
70,1,1,1,2,1,0,300,1200,157,16,1673
104,3,2,1,6,1,0,1077,2500,134,33,3744
43,1,1,0,7,1,0,1,1400,75,19,1495
67,2,1,1,2,1,1,814,1300,91,17,2222
450,4,5,6,4,1,0,6600,9900,2600,126,19230
28,1,1,1,5,1,0,500,1580,0,21,2101
46,1,1,1,12,0,1,1445,5000,298,64,6807
34,1,1,1,7,1,1,510,3800,0,49,4359
33,1,1,1,11,0,1,1680,2500,158,32,4370
70,3,1,0,3,0,0,275,1200,104,16,1595
90,3,1,1,2,0,0,600,2400,0,31,3031
75,3,3,2,10,1,0,865,2000,192,26,3083
150,6,5,8,0,1,0,0,8000,625,132,8757
300,3,3,3,0,1,0,0,3500,250,53,3803
70,2,2,2,3,0,0,700,1900,67,28,2695
320,3,4,1,11,0,0,2200,5800,292,75,8367
800,4,5,0,0,1,0,0,4275,200,71,4546
400,4,7,4,0,1,1,0,12000,667,181,12850
288,3,3,3,8,1,0,3032,3325,1295,43,7695
90,2,2,1,3,1,0,600,1200,17,16,1833
209,4,4,3,7,0,0,4300,3900,1084,50,9334
55,2,1,1,6,1,0,653,2100,11,27,2791
280,4,4,7,0,1,1,890,4000,278,61,5229
190,4,4,4,14,1,0,2000,8000,1326,102,11430
20,1,1,0,3,1,1,602,1800,130,23,2555
294,3,6,3,0,1,0,0,2400,512,37,2949
40,1,1,0,0,0,0,0,780,17,12,809
60,2,1,1,3,1,1,600,2230,19,29,2878
400,4,3,2,0,1,0,0,3390,400,43,3833
350,5,4,8,0,0,0,0,9000,762,136,9898
68,3,2,1,2,1,0,150,900,76,12,1138
40,1,1,1,0,1,0,0,960,15,18,993
220,3,4,3,1,1,0,2750,5800,1040,74,9664
200,3,3,3,0,1,0,0,7000,737,106,7843
65,2,1,1,7,1,0,550,1100,100,14,1764
225,4,3,2,0,1,1,0,4400,290,67,4757
55,1,1,1,4,0,1,812,3200,0,41,4053
100,2,2,1,0,1,0,0,2800,125,43,2968
116,4,3,2,8,1,0,1040,2400,330,31,3801
59,2,1,0,7,0,1,1400,5000,244,65,6709
380,3,2,3,5,1,0,3200,15000,917,191,19310
175,4,3,3,3,1,1,1750,13000,850,165,15770
37,1,1,1,11,1,1,800,2800,0,36,3636
34,1,1,1,2,0,0,490,1750,77,23,2340
58,1,1,1,11,1,0,650,1050,56,14,1770
72,3,1,1,2,1,0,461,1600,0,21,2082
135,4,2,2,2,1,0,950,3800,294,51,5095
164,4,3,2,5,1,0,1500,5000,412,65,6977
190,3,3,2,0,1,0,0,6800,392,103,7295
110,3,1,0,7,1,1,950,2530,167,33,3680
80,2,2,2,0,1,1,1000,5500,0,70,6570
90,3,2,1,5,1,0,973,1500,30,20,2523
54,2,1,1,2,1,0,150,900,100,14,1164
100,3,2,1,6,1,0,1300,3800,180,49,5329
37,1,1,0,1,1,0,270,650,23,10,953
51,1,2,1,3,0,1,1062,2100,27,27,3216
62,2,1,1,0,1,0,370,1100,12,14,1496
70,2,2,2,7,0,1,1726,3950,341,51,6068
63,2,1,0,4,1,0,600,1110,0,15,1725
127,3,2,1,10,1,0,1393,6156,172,78,7799
230,4,3,2,2,1,0,3200,10000,917,127,14240
102,3,3,1,9,1,0,1100,1500,105,20,2725
65,2,2,1,11,1,1,564,1679,0,22,2265
67,2,1,0,2,1,0,590,1500,57,20,2167
56,1,1,0,2,1,0,300,700,34,11,1045
172,3,3,2,14,1,1,2100,7000,834,89,10020
60,2,1,1,0,1,0,0,540,0,10,550
80,2,2,1,8,0,1,1000,4500,250,58,5808
156,4,5,3,3,0,0,1950,935,200,12,3097
70,1,1,1,11,0,0,365,1200,40,16,1621
125,3,2,0,4,1,0,950,5500,243,71,6764
90,2,2,2,14,0,0,950,2600,304,35,3889
50,2,1,0,0,0,0,0,1100,80,17,1197
260,4,3,1,11,1,1,2585,5500,1052,71,9208
249,4,2,2,0,1,0,0,4300,57,65,4422
179,3,5,0,11,1,1,2000,14500,975,184,17660
16,1,1,0,8,0,0,320,2200,0,28,2548
350,7,5,5,0,1,0,0,9000,0,148,9148
28,1,1,0,21,1,0,400,2285,75,30,2790
102,3,2,2,1,1,0,1300,1900,340,25,3565
31,1,1,0,6,1,0,200,2614,84,34,2932
480,4,6,3,0,1,0,0,10000,500,151,10650
290,4,4,4,1,1,0,4900,1000,1659,13,7572
35,1,1,1,12,0,1,1170,2200,242,28,3640
24,1,1,0,2,0,0,500,1420,0,18,1938
70,2,1,1,2,1,1,100,1360,100,20,1580
55,2,1,1,9,0,0,800,1500,39,20,2359
120,3,1,1,2,1,0,900,3000,183,40,4123
160,3,3,1,11,1,0,1809,3370,250,43,5472
47,1,1,1,9,1,0,470,600,43,8,1121
95,3,2,2,1,1,0,1100,1600,209,21,2930
300,4,3,3,3,1,0,1400,7500,469,100,9469
210,4,3,3,3,1,0,360,3300,150,44,3854
45,1,1,1,18,0,0,450,2000,100,30,2580
87,2,1,1,5,1,0,800,1220,46,16,2082
250,4,4,2,17,1,1,2600,6000,500,77,9177
82,3,2,2,2,1,0,1100,1500,159,20,2779
93,3,2,2,4,1,0,1459,2300,191,30,3980
142,3,4,3,2,1,0,1200,6000,500,77,7777
74,3,2,1,17,1,0,706,1040,100,14,1860
36,1,1,0,4,0,1,277,1290,87,19,1673
33,1,1,0,14,1,0,500,3999,0,51,4550
80,2,1,0,10,0,0,700,1000,98,13,1811
90,2,1,1,2,1,1,220,1350,53,20,1643
195,2,3,3,15,1,1,2600,9200,250,117,12170
186,3,2,2,5,1,0,1473,2200,185,28,3886
275,4,4,3,9,1,0,3300,6800,1250,87,11440
230,4,4,5,13,1,0,2500,7500,1900,100,12000
42,1,1,1,11,1,0,372,2700,0,40,3112
388,4,4,1,2,0,0,6047,15000,104,194,21350
94,3,3,2,1,1,0,750,2433,0,31,3593
260,4,2,2,3,1,0,1715,6000,594,77,8386
65,3,2,1,2,0,0,620,1100,60,14,1794
76,2,1,0,5,1,0,767,1280,57,17,2121
131,4,4,3,1,0,1,2100,6000,818,77,8995
225,3,3,4,6,1,1,1360,10500,750,134,12740
71,3,2,2,4,1,0,660,970,149,13,1792
201,4,4,3,2,1,0,1651,5300,852,71,7874
570,3,6,2,11,1,0,3000,14000,334,181,17520
53,2,2,1,3,1,0,360,1275,59,19,1713
240,4,5,3,4,1,0,912,3500,350,47,4809
50,1,1,0,2,1,0,0,2700,100,35,2835
68,2,2,1,2,1,0,400,1800,82,27,2309
54,1,1,1,13,0,1,679,5000,359,64,6102
178,2,3,4,1,0,0,3145,2500,903,32,6580
50,1,1,0,3,1,0,0,1100,0,17,1117
212,4,3,6,0,1,1,0,2983,237,45,3265
380,4,6,4,7,1,0,3570,4900,1193,63,9726
138,2,2,1,11,1,1,1000,7000,89,89,8178
180,4,3,3,4,0,0,1947,4200,407,56,6610
43,1,1,1,4,1,0,360,800,82,12,1254
48,1,1,1,6,1,1,0,2800,0,37,2837
180,3,3,0,7,1,1,916,7600,378,98,8992
70,1,2,1,6,1,1,1500,2500,0,32,4032
155,2,2,2,5,1,0,450,2300,94,34,2878
262,3,4,4,8,1,0,4844,15000,2050,191,22090
25,1,1,1,25,1,0,331,2100,64,27,2522
50,3,1,1,4,0,0,852,2500,126,32,3510
108,3,2,1,14,1,0,1714,5000,127,64,6905
170,3,2,1,14,1,1,1700,4500,85,58,6343
60,1,1,0,0,1,0,0,1000,34,16,1050
78,3,2,2,10,1,0,650,2400,117,31,3198
170,3,2,0,0,1,0,0,5000,320,82,5402
20,1,1,0,2,1,0,0,600,0,8,608
500,5,4,4,4,0,0,2000,4000,1250,59,7309
248,3,4,4,2,1,0,3163,14000,966,178,18310
145,3,3,2,7,1,0,1400,5500,0,70,6970
50,1,1,1,10,0,1,1436,7800,359,99,9694
44,1,2,0,3,1,0,140,1350,10,20,1520
200,3,2,2,0,1,0,0,4500,250,68,4818
58,2,2,1,5,1,0,400,999,99,14,1512
280,3,4,4,4,1,0,5000,15000,1500,191,21690
52,1,1,1,7,1,1,1500,3000,292,39,4831
271,3,3,2,0,1,0,0,8000,959,121,9080
223,4,4,7,0,1,0,0,5500,1169,83,6752
263,4,5,4,21,1,0,2900,12500,1588,159,17150
157,4,3,1,12,1,1,1150,3500,169,52,4871
323,5,5,3,0,1,0,0,4800,582,73,5455
80,2,2,1,0,0,0,0,2188,0,10,2198
70,2,2,2,1,1,1,858,6000,449,77,7384
74,3,2,1,1,1,0,450,1000,92,14,1556
66,3,1,2,3,1,0,250,1100,73,15,1438
80,2,1,1,6,1,0,800,1275,0,17,2092
100,3,2,2,0,1,0,0,3000,125,54,3179
218,4,4,2,1,1,0,2250,5500,692,70,8512
73,2,1,1,4,1,0,625,1200,119,16,1960
230,4,2,2,1,1,1,4000,13000,1839,168,19010
80,3,5,2,4,0,0,3460,12000,1000,153,16610
180,3,3,3,4,1,0,331,4200,227,56,4814
85,3,2,1,15,1,0,710,2500,264,33,3507
37,1,1,0,0,0,0,0,900,75,14,989
65,2,1,0,3,1,0,140,985,21,15,1161
440,4,3,2,3,1,0,4200,8000,1702,102,14000
57,2,1,0,1,1,0,100,1530,0,20,1650
74,3,2,1,6,1,0,513,1715,100,22,2350
180,3,4,3,12,1,0,2047,1800,902,23,4772
198,3,3,0,14,1,0,2070,6000,715,77,8862
170,3,4,3,3,1,0,2000,5000,757,65,7822
240,3,4,3,7,1,1,4000,8500,1167,108,13780
59,2,2,0,5,0,0,754,1990,25,26,2795
525,5,4,4,0,1,0,0,8330,2167,126,10620
226,4,4,4,2,1,0,2850,3000,2488,39,8377
60,2,2,2,0,1,0,170,1950,67,30,2217
43,2,1,0,6,0,0,382,1570,42,23,2017
158,4,4,3,3,1,0,2100,6600,375,84,9159
42,1,1,1,3,1,1,162,1400,17,21,1600
50,1,1,0,0,0,0,0,1250,34,19,1303
66,2,1,1,13,1,0,385,550,26,8,969
39,1,1,1,24,0,1,600,4200,125,54,4979
64,1,2,1,4,1,1,850,3700,185,47,4782
70,3,2,0,0,1,0,0,1500,60,23,1583
30,1,1,1,9,1,0,1,1930,0,25,1956
135,3,3,0,1,0,0,1400,3810,167,49,5426
170,3,2,1,5,1,0,860,6500,110,83,7553
120,3,2,1,3,1,0,1700,7500,334,97,9631
92,2,1,0,0,1,0,0,1200,60,20,1280
183,4,4,4,8,1,0,1695,9300,803,124,11920
210,3,3,2,15,0,1,3500,8667,834,110,13110
30,1,1,0,8,1,0,456,900,94,12,1462
119,3,3,2,14,1,0,663,5500,133,70,6366
298,5,3,2,3,1,0,2200,4100,417,53,6770
260,3,2,4,0,1,0,0,2600,268,43,2911
201,4,4,4,7,1,0,1800,7300,113,98,9311
200,3,4,4,0,0,0,0,4000,400,61,4461
60,2,1,1,7,1,1,785,3800,112,49,4746
70,2,1,1,0,1,0,300,2000,59,31,2390
135,3,2,1,21,1,1,950,7500,77,96,8623
336,6,2,3,0,1,0,0,6350,1125,96,7571
300,3,4,6,0,1,0,0,3200,167,49,3416
600,5,5,4,12,1,0,4300,8000,1585,104,13990
60,3,3,2,0,1,0,0,2700,273,41,3014
254,3,4,4,1,0,1,3100,7000,930,89,11120
210,3,5,4,6,1,1,3301,11900,960,151,16310
178,3,4,2,4,0,0,2450,10000,834,127,13410
45,1,1,0,0,0,0,0,1000,34,16,1050
70,3,1,0,3,1,0,474,750,138,10,1372
181,4,5,3,5,1,0,2100,2600,579,33,5312
72,2,2,1,4,1,0,370,1700,90,23,2183
60,2,2,1,21,1,1,1600,5550,142,71,7363
55,2,1,1,3,1,0,496,1800,0,23,2319
94,1,2,2,2,0,1,1356,13000,384,165,14910
210,3,2,1,6,1,0,3200,14080,700,182,18160
37,1,1,1,21,1,0,541,4000,50,51,4642
41,2,1,0,16,1,0,270,1200,0,16,1486
240,3,4,3,1,1,1,5100,11000,1834,140,18070
70,2,1,0,12,1,0,500,1105,84,17,1706
55,3,1,1,3,0,0,199,800,42,11,1052
150,3,1,0,3,1,0,450,1500,0,20,1970
55,2,2,1,13,1,0,500,1330,30,18,1878
390,3,3,2,0,1,1,0,7500,650,113,8263
73,3,2,1,1,1,0,354,1777,84,26,2241
57,1,1,1,2,1,0,690,2600,131,33,3454
93,3,1,0,0,1,0,400,1500,70,20,1990
88,2,2,2,3,1,0,957,2500,430,33,3920
330,4,6,3,7,1,0,5457,15000,2475,191,23120
130,3,3,2,1,1,1,1150,2350,255,30,3785
170,4,3,2,15,0,1,3000,10000,770,127,13900
220,3,4,4,2,1,0,3167,5500,1084,70,9821
59,2,1,1,6,1,0,600,1600,0,21,2221
500,4,4,3,0,1,0,0,10800,988,163,11950
70,3,2,0,1,1,0,0,1500,50,20,1570
55,1,1,1,5,0,0,538,1250,25,17,1830
35,1,1,1,5,1,1,600,1080,100,15,1795
33,1,1,1,12,1,1,565,3200,123,41,3929
80,3,2,1,1,1,0,280,1200,97,16,1593
2000,4,2,3,0,1,0,0,4956,200,82,5238
60,1,1,1,20,0,1,490,3250,131,42,3913
48,2,1,0,1,1,0,400,950,36,14,1400
53,1,1,1,13,1,0,494,650,34,9,1187
96,3,1,1,10,1,0,1140,2800,0,36,3976
25,1,1,0,2,0,1,0,1750,0,23,1773
23,1,1,1,26,1,0,520,2300,59,30,2909
83,1,1,1,15,0,1,4000,6000,255,77,10330
25,1,1,0,1,1,0,50,700,0,10,760
45,1,1,1,10,0,1,1600,1800,177,23,3600
70,2,2,2,12,1,0,500,1800,0,27,2327
80,1,1,0,0,1,0,0,1200,1,19,1220
78,1,1,0,2,1,0,420,2522,25,32,2999
45,1,1,0,1,0,0,0,1100,8,15,1123
43,1,1,0,5,1,1,1195,680,220,9,2104
250,5,4,5,6,1,0,2300,2800,800,36,5936
350,5,6,6,10,1,0,7000,15000,417,191,22610
190,4,4,2,14,1,0,900,3200,192,15,4307
117,3,4,4,14,1,0,1500,2700,50,35,4285
75,2,1,1,6,0,0,379,580,69,8,1036
113,4,2,2,11,1,0,1600,4900,489,66,7055
46,1,1,1,2,1,0,380,650,16,10,1056
100,3,2,1,0,1,0,0,3500,98,53,3651
35,1,1,0,0,0,0,0,500,0,8,508
300,4,5,1,8,1,1,3700,8550,400,109,12760
57,2,1,1,1,1,1,370,1000,36,13,1419
35,1,1,0,6,1,0,285,1600,32,21,1938
110,3,2,2,2,1,0,1050,2750,92,36,3928
106,2,3,2,14,1,1,1109,3980,209,51,5349
120,3,3,1,3,1,0,1260,3500,147,46,4953
40,1,1,0,5,0,1,0,2000,0,30,2030
97,3,1,0,3,1,0,390,2080,100,27,2597
160,3,1,2,0,1,0,0,2800,151,43,2994
80,4,4,3,5,1,0,3450,6000,0,77,9527
297,4,5,5,19,1,0,3182,11700,2482,149,17510
400,5,4,6,0,1,1,0,6500,0,98,6598
90,3,1,0,2,1,0,250,1500,140,20,1910
93,3,3,1,7,1,0,1307,2990,235,39,4571
37,1,1,1,9,1,1,658,2700,145,35,3538
300,4,2,2,1,1,1,3000,6500,1091,83,10670
217,3,4,3,3,1,0,3400,1900,917,25,6242
77,3,2,2,14,0,0,830,6200,205,79,7314
150,3,4,3,18,0,1,2200,7500,622,54,10380
60,2,1,0,10,1,0,453,1654,0,21,2128
140,3,2,1,13,1,0,1141,2900,148,37,4226
96,3,2,1,6,1,0,200,2000,95,27,2322
55,1,1,1,1,1,1,577,5600,80,71,6328
170,3,2,2,0,1,0,0,4200,309,64,4573
70,2,2,1,11,1,0,1000,1400,211,19,2630
400,10,9,8,0,1,0,0,8330,550,126,9006
209,4,4,4,11,1,0,2140,7300,587,98,10130
91,2,2,2,3,1,1,4495,5500,637,71,10700
328,3,4,4,18,1,1,1382,6000,800,77,8259
92,3,3,2,2,1,0,300,1600,112,22,2034
50,2,1,1,11,1,0,830,1650,0,22,2502
85,2,1,0,0,1,0,470,2800,217,43,3530
72,2,2,0,1,1,1,700,3000,1,39,3740
140,4,2,1,9,1,0,1600,3900,350,51,5901
70,2,2,1,1,0,0,390,1500,80,20,1990
130,3,3,3,5,0,0,2200,3500,348,45,6093
387,4,6,6,4,1,0,4246,6647,2235,85,13210
126,3,3,2,1,1,0,780,3600,167,46,4593
104,3,2,2,1,0,0,1040,3800,0,49,4889
550,4,4,4,0,1,0,0,14000,1334,211,15550
51,1,1,0,9,1,0,367,1950,84,25,2426
140,4,3,3,4,1,0,1200,3400,250,46,4896
90,2,1,1,1,1,0,1000,3000,50,39,4089
70,2,2,2,1,1,0,550,1750,209,23,2532
140,3,2,1,4,0,1,1600,4000,271,52,5923
20,1,1,0,1,1,0,375,1250,30,17,1672
365,3,5,2,5,1,1,1950,8500,899,108,11460
200,2,3,2,12,1,1,1800,12750,500,187,15240
40,1,1,0,0,0,0,185,850,41,13,1089
66,1,1,1,2,1,1,900,5000,62,64,6026
161,1,2,2,10,0,0,2162,7000,54,89,9305
75,2,1,0,5,1,0,915,2350,80,31,3376
110,3,1,2,0,1,0,0,1900,64,29,1993
82,2,1,1,1,1,0,300,600,105,8,1013
23,1,1,0,7,1,1,430,1800,0,23,2253
65,3,2,1,2,1,0,512,1740,135,23,2410
40,1,1,0,1,1,1,0,816,0,15,831
129,3,2,2,1,1,0,1411,3310,235,42,4998
114,1,1,1,6,1,0,987,2800,208,36,4031
200,2,2,2,0,1,0,1,3000,167,46,3214
101,3,2,2,8,1,1,541,4200,142,62,4945
50,2,1,0,0,0,0,0,950,50,16,1016
400,4,3,2,0,1,0,0,8000,1417,121,9538
71,2,1,1,7,1,0,785,2559,0,32,3376
72,2,1,0,3,0,0,100,900,42,14,1056
250,4,4,3,5,0,1,4341,8000,888,102,13330
50,2,1,1,3,1,0,0,1000,0,13,1013
180,3,2,1,11,1,0,1060,2200,201,28,3489
31,1,1,0,4,1,0,250,586,28,9,873
86,2,1,0,7,1,0,730,1650,60,22,2462
200,4,3,2,4,1,0,1164,4000,378,54,5596
130,3,2,1,6,1,0,1550,5500,300,70,7420
38,1,1,0,10,1,0,330,1800,42,27,2199
20,1,1,0,1,0,1,0,1950,0,25,1975
140,3,2,2,3,1,1,1300,3200,167,47,4714
40,1,1,0,3,1,0,250,930,21,14,1215
65,2,2,1,8,1,0,956,3800,7,50,4813
300,5,3,3,0,1,0,0,8500,234,140,8874
30,1,1,0,3,0,0,250,650,30,10,940
41,1,1,0,3,1,0,350,1760,45,23,2178
98,3,2,1,2,0,0,325,1400,116,19,1860
50,1,1,0,11,0,0,430,702,20,9,1161
68,2,2,2,5,1,0,1365,3900,9,52,5326
193,3,3,3,1,0,0,3100,6500,834,83,10520
32,1,1,1,15,1,0,350,1880,0,24,2254
36,1,1,0,4,1,0,435,1300,0,17,1752
167,3,1,0,0,1,0,0,1500,0,23,1523
25,1,1,0,1,1,0,400,2006,67,26,2499
55,2,2,1,13,1,0,500,1330,30,18,1878
50,2,1,1,15,1,0,295,1500,47,20,1862
125,2,4,1,2,0,0,3000,6500,500,84,10080
85,3,2,2,8,1,1,700,3400,100,50,4250
170,2,2,0,19,1,1,800,2700,184,40,3724
300,5,6,2,0,0,0,0,8000,800,121,8921
23,1,1,1,12,1,1,600,2800,99,36,3535
160,2,4,2,8,1,0,1500,7000,167,103,8770
210,3,5,4,3,1,0,2660,7200,169,96,10130
120,3,3,2,0,1,0,0,4200,359,64,4623
406,3,4,2,3,1,1,3200,15000,1167,194,19560
63,2,1,1,0,0,0,352,1750,90,23,2215
127,3,4,2,6,0,1,1227,3500,250,45,5022
90,3,2,2,11,0,0,3160,5000,384,64,8608
373,4,5,7,0,1,0,0,11500,522,189,12210
