average_rating,num_pages,ratings_count,text_reviews_count,publication_date
4.59,134,1956,38,1086123600.0
4.62,159,1776,33,1092085200.0
4.61,151,1904,28,1088542800.0
4.61,223,1716,79,1094504400.0
4.59,144,29,2,992293200.0
4.56,144,32,3,982620000.0
3.81,283,416,34,1125349200.0
4.65,612,15640,512,1162332000.0
4.24,233,171841,3781,912463200.0
4.29,627,3574,198,1018990800.0
4.24,478,155,5,1022706000.0
4.24,654,844,41,1204668000.0
4.21,1082,531,40,764200800.0
3.85,322,24522,4032,1112302800.0
3.94,394,17,1,959806800.0
4.18,406,102,16,1165269600.0
4.47,1060,222,12,1136239200.0
4.01,674,97,10,1098651600.0
4.35,384,2633,105,293144400.0
4.33,400,6988,173,1057006800.0
4.25,1011,1991,65,853279200.0
3.88,498,49,6,690156000.0
4.18,608,31,5,695426400.0
4.12,304,2,0,653691600.0
3.95,320,4560,85,1146517200.0
3.95,304,37,1,959806800.0
4.48,534,293,9,688946400.0
4.27,96,510,14,1017352800.0
3.80,264,34623,1168,1039471200.0
4.09,48,117,24,938725200.0
3.91,80,50,19,1124053200.0
4.13,726,145,31,1030827600.0
4.17,608,143,28,1050526800.0
3.93,272,47,13,1165269600.0
4.05,182,2,1,1117573200.0
3.60,175,8,1,1109109600.0
3.62,324,386,34,1143838800.0
3.36,340,971,101,1083358800.0
3.45,370,229,23,1114894800.0
3.75,360,409,32,936133200.0
3.49,359,385,29,967755600.0
3.79,118,99,12,959893200.0
3.76,370,1034,78,1062363600.0
3.36,360,583,71,907189200.0
3.97,611,8132,589,1053378000.0
3.81,213,429,71,1105308000.0
4.13,463,6,2,192319200.0
3.75,104,19205,711,1139263200.0
3.98,160,35045,1116,799362000.0
3.85,336,1444,80,1139263200.0
3.97,120,69912,2789,1065474000.0
3.74,192,3303,116,1139263200.0
3.68,248,11939,389,1098738000.0
3.90,160,21,1,1139263200.0
3.85,255,12336,492,1142287200.0
4.07,512,52,7,1139263200.0
3.91,430,54,1,473378400.0
3.78,172,2095,121,1139263200.0
3.78,134,43,2,797893200.0
4.24,1072,7738,48,249170400.0
4.24,48,7163,245,778366800.0
4.06,632,79,10,1049922000.0
4.38,821,183869,1226,461365200.0
4.38,864,1864,110,1259445600.0
4.39,5,289,64,970347600.0
4.02,288,412,37,-148780800.0
4.17,128,198,11,985039200.0
4.33,320,8,0,986072400.0
4.13,656,804,21,825631200.0
3.60,193,2977,124,758325600.0
3.67,192,2541,70,759103200.0
3.98,273,490,20,978472800.0
3.35,184,5892,204,758412000.0
3.83,208,47105,1052,1049144400.0
3.59,160,9811,279,913845600.0
3.77,332,3893,196,988923600.0
4.26,140,1290,17,1199916000.0
4.36,675,124,5,1007676000.0
3.70,193,1055,47,833576400.0
4.09,340,533,45,1034802000.0
4.03,96,75,5,1017352800.0
4.09,344,59077,857,889135200.0
3.86,288,8726,267,853452000.0
3.51,76,227,5,891464400.0
3.55,358,12,2,960584400.0
3.73,393,21997,643,905979600.0
3.83,304,8655,1203,1154379600.0
3.54,144,200,19,1047938400.0
3.70,163,326,27,289087200.0
4.32,456,19,6,852069600.0
4.17,448,105,6,682203600.0
3.81,209,4382,235,999291600.0
4.02,320,1373,90,1142892000.0
0.00,285,0,0,825631200.0
4.00,163,46,0,1161982800.0
3.78,148,1436,55,1057006800.0
3.72,141,1858,135,1054414800.0
3.75,160,16,2,1057006800.0
4.11,160,2041,82,1128114000.0
3.99,144,3306,263,1146430800.0
4.13,160,2499,151,1117573200.0
4.05,154,4598,371,1112302800.0
4.05,233,797,46,686264400.0
4.06,208,919,13,967755600.0
4.01,208,1160,42,675723600.0
3.85,137,12,2,1028149200.0
3.78,148,0,0,1057006800.0
3.71,180,12,2,999291600.0
3.55,192,522,47,680994000.0
3.90,151,3,0,1025470800.0
3.85,96,3561,230,1028149200.0
3.73,188,56,8,591656400.0
4.22,377,2506,48,1161205200.0
4.24,192,20,1,980978400.0
4.15,300,21070,286,1163541600.0
4.21,344,44061,661,1117573200.0
3.93,352,36003,121,1122843600.0
3.76,640,16000,1219,917992800.0
4.29,777,330,26,954367200.0
4.00,40,27,4,1033419600.0
4.19,114,965,39,1188248400.0
3.97,40,179,17,938725200.0
3.79,128,54,11,1172527200.0
3.79,176,3618,223,804546000.0
3.80,196,1549,36,1122843600.0
3.71,224,33557,1280,1086037200.0
3.82,148,67,9,1025557200.0
4.15,157,3408,113,1153774800.0
4.08,176,4554,151,1142287200.0
4.07,160,93,13,1107381600.0
4.08,160,3884,132,1264456800.0
4.04,126,8405,309,1049144400.0
4.03,160,6077,254,1080766800.0
4.01,40,5305,166,1138744800.0
4.02,80,625,30,1120165200.0
4.17,184,1300470,14739,1001883600.0
4.17,224,227,18,1162245600.0
4.17,192,220,21,1162245600.0
4.13,32,64,9,1162245600.0
3.68,96,44,0,1049144400.0
3.98,358,249884,1691,1145912400.0
4.02,144,1551,111,1010440800.0
4.13,10,366,23,770418000.0
3.47,104,4,1,590965200.0
3.47,104,18,2,573170400.0
4.07,239,381097,6041,975621600.0
4.33,12,21875,111,1064955600.0
4.07,286,2791,273,1071439200.0
4.02,208,65,5,1046469600.0
4.07,378,3409,228,1048716000.0
4.02,207,226,27,939157200.0
3.97,336,824,55,731023200.0
4.08,448,45274,1619,1070229600.0
3.71,377,8284,628,1114462800.0
3.87,769,7919,163,1109628000.0
3.77,284,644,116,1057006800.0
3.83,417,18,1,930776400.0
4.06,128,911,40,1164924000.0
3.85,10,38,4,1172700000.0
3.59,192,258,53,536450400.0
3.80,208,17160,1782,1000155600.0
3.61,128,42,3,1068674400.0
4.17,1260,728,122,715640400.0
4.30,400,4917,352,408492000.0
4.17,1480,8004,474,891291600.0
4.28,112,554,52,795132000.0
4.04,182,235,36,951861600.0
3.69,234,2566,254,1154984400.0
3.55,250,180,14,486421200.0
3.96,163,6894,501,1115067600.0
3.99,256,1110,71,1156194000.0
3.79,176,3695,384,1059685200.0
3.96,128,1072,20,1007157600.0
3.96,144,975,26,986072400.0
3.88,144,595,11,1038693600.0
4.05,144,460,17,1086037200.0
3.96,112,120,5,1183237200.0
3.89,112,223,36,1183237200.0
3.97,97,23,0,1088629200.0
4.08,252,63915,1825,970520400.0
3.98,232,364091,8754,904597200.0
3.26,128,66,9,1165356000.0
3.94,240,238,29,1009836000.0
4.41,98,4687,19,1088542800.0
4.02,236,38,4,1080766800.0
4.02,192,17,1,1112302800.0
4.26,1016,341,22,1005861600.0
4.02,134,55747,1374,926370000.0
3.73,242,162,21,733611600.0
4.17,144,4107,246,1066078800.0
4.20,61,542,43,917820000.0
4.09,543,354,8,740091600.0
3.72,288,183,18,1059685200.0
4.27,453,43090,800,1095368400.0
4.27,12,74,20,1134424800.0
3.75,208,134,0,1144098000.0
3.54,351,9326,125,790120800.0
4.33,429,194,15,938725200.0
3.48,248,4002,473,1153774800.0
3.97,410,2126,123,1104789600.0
3.91,292,331,23,654296400.0
3.96,448,111,11,-1798761600.0
3.60,273,37411,3719,1182805200.0
3.90,510,2949,146,1091307600.0
3.85,374,14639,667,1157403600.0
3.80,288,12448,526,1020200400.0
4.11,156,114,12,1143669600.0
4.02,512,456,61,643064400.0
3.81,289,103,14,1115672400.0
3.73,264,69,9,1051650000.0
4.70,6576,1338,81,1097960400.0
4.35,281,5325,150,942789600.0
3.99,144,2194,121,1097960400.0
4.36,304,6025,139,742856400.0
4.38,262,2375,95,969138000.0
2.50,256,4,1,579646800.0
4.10,294,264,13,942616800.0
3.52,238,11,0,607381200.0
4.44,384,1212,18,626824800.0
4.08,368,70,9,1132005600.0
4.38,352,3172,40,626824800.0
3.60,384,2835,209,1004392800.0
3.62,364,95,3,1066942800.0
4.08,520,33489,453,1038866400.0
3.91,224,1507,105,1096578000.0
3.91,244,667590,6783,1141077600.0
4.00,208,162,4,620600400.0
3.77,5,80,6,1046469600.0
3.00,128,2,1,1162159200.0
4.40,128,4,1,1064091600.0
4.44,128,9,1,1161550800.0
2.67,128,3,0,1015279200.0
4.30,118,7792,176,1375200.0
4.30,307,267,4,1162332000.0
4.35,304,569,24,704667600.0
3.93,88,751,17,1030827600.0
3.73,128,217,27,1150405200.0
3.96,310,639,14,809211600.0
3.77,240,217,15,1177966800.0
3.77,286,3,1,1128114000.0
4.23,35,708,57,423262800.0
4.23,96,171,14,772318800.0
4.34,576,110,7,-1325462400.0
3.82,163,464,49,229122000.0
3.93,192,100,3,1346446800.0
3.70,537,4,0,974325600.0
3.70,288,12,1,971989200.0
4.00,262,425,27,783640800.0
4.39,154,3485,260,1117486800.0
4.20,276,116,9,852588000.0
4.17,180,8625,321,1122498000.0
3.83,224,443,29,1116104400.0
4.05,160,43,4,985212000.0
3.84,505,5942,150,1097960400.0
3.64,360,2260,151,1056402000.0
4.11,180,382,26,1138312800.0
4.35,48,969,75,1052168400.0
3.94,116,3983,513,1158008400.0
4.04,448,273,37,1158008400.0
3.77,288,3314,95,589064400.0
3.54,272,662,29,686178000.0
3.95,256,5645,603,1029790800.0
3.42,340,4094,497,1152133200.0
3.85,497,10333,879,1075154400.0
3.82,304,1193,95,1151355600.0
3.64,384,2098,113,680994000.0
3.86,303,1253,108,1041285600.0
3.96,240,605,44,649026000.0
4.01,480,3270,218,648421200.0
3.94,224,34,3,611960400.0
3.94,240,1038,69,641509200.0
0.00,400,0,0,988664400.0
3.94,240,1065,52,515710800.0
3.64,370,0,0,746830800.0
3.82,343,16434,639,660002400.0
4.05,305,3,1,567986400.0
3.58,256,10390,820,1126126800.0
3.77,384,151825,6730,1147122000.0
3.89,439,17135,675,1141164000.0
3.85,370,211060,8890,1130796000.0
3.85,384,14798,718,1170712800.0
3.86,425,516152,20708,1107813600.0
3.51,290,444,56,954709200.0
3.19,186,1048,83,1125608400.0
3.50,256,1712,116,951170400.0
4.08,174,30401,723,1147726800.0
3.99,190,64278,2525,1147726800.0
4.25,253,48088,954,1147726800.0
4.14,222,34770,840,1147726800.0
3.92,184,4222,180,1010959200.0
4.13,182,53962,1200,1147726800.0
3.93,98,3637,157,1147726800.0
4.22,281,83,4,1049144400.0
4.24,752,89,7,990392400.0
3.88,150,571,10,1026075600.0
3.99,656,8,1,978300000.0
3.76,677,16324,1145,1115067600.0
4.10,705,97710,7357,952380000.0
4.18,304,3192,357,1061845200.0
3.82,255,12002,741,1157403600.0
4.82,1456,32213,930,1125954000.0
4.63,208,49122,368,810248400.0
4.76,176,23875,303,841525200.0
4.72,176,15365,290,778798800.0
4.69,176,20308,244,746830800.0
4.63,208,303,12,1201816800.0
4.71,96,3613,85,1000674000.0
3.74,370,2192,206,1009749600.0
3.21,384,22,2,1133820000.0
4.14,186,89,7,189295200.0
4.09,756,5911,257,1109628000.0
4.03,442,1933,115,858031200.0
3.73,308,1775,86,1006207200.0
3.81,772,212,15,780958800.0
3.79,288,797,39,730418400.0
4.20,251,229,19,662680800.0
4.13,256,28,3,1023742800.0
4.06,364,3217,29,854748000.0
3.92,298,8100,185,1104184800.0
4.10,8,118,20,1127595600.0
3.85,176,3423,447,670453200.0
3.87,144,269,43,801954000.0
3.50,252,570,88,1159218000.0
3.83,208,846,90,938725200.0
3.68,154,484,40,928184400.0
3.72,176,230,7,670453200.0
3.64,224,355,31,1076277600.0
3.68,161,1683,247,1112302800.0
3.65,96,548,84,1146517200.0
3.60,46,5,2,356043600.0
3.62,55,8,0,290901600.0
3.62,160,86,5,936133200.0
3.88,200,2115,197,1007589600.0
4.24,32,2256,71,1023310800.0
4.02,240,256,13,1009922400.0
4.29,32,307,42,1159650000.0
3.83,304,3178,229,830898000.0
3.80,363,8266,831,1158008400.0
4.29,658,17,3,768344400.0
3.40,195,4760,532,1157403600.0
3.89,397,540,47,1046210400.0
3.89,338,1561,169,954367200.0
3.89,462,70,6,1136844000.0
2.82,340,13152,904,1032210000.0
3.64,132,433,56,1035147600.0
3.52,224,111,11,1007416800.0
4.18,192,49109,290,1130274000.0
3.80,359,2209,88,1167084000.0
4.02,438,1583,115,1109282400.0
4.14,215,60,7,443224800.0
4.14,224,252,21,1001538000.0
4.09,196,7,3,454885200.0
4.09,208,20,1,1251752400.0
4.09,256,107,9,1036620000.0
4.09,281,7,0,999637200.0
3.60,208,168,16,1154984400.0
4.28,786,266,16,467499600.0
4.20,524,1807,44,961362000.0
4.00,160,14185,559,1148936400.0
4.23,420,4731,96,423262800.0
4.17,640,6405,127,723160800.0
3.67,99,1442,180,1117573200.0
3.90,336,1681,199,972943200.0
3.52,245,3542,303,707346000.0
3.51,149,1240,122,770418000.0
3.69,780,7331,753,1009922400.0
3.92,248,9419,1110,865198800.0
3.88,96,19,0,231282000.0
3.62,296,71,4,795218400.0
3.75,320,72,12,1036015200.0
3.78,419,5413,499,1160427600.0
3.82,329,10452,539,1027976400.0
3.92,416,1398,95,1080766800.0
3.79,400,1209,106,1087246800.0
3.87,464,15680,1074,1120510800.0
3.81,256,91,13,1046642400.0
4.19,288,200,7,1103666400.0
3.97,377,210,25,620427600.0
4.05,128,29,2,919634400.0
4.12,160,3686,24,1162332000.0
4.45,223,113,7,829170000.0
4.31,368,106,7,671058000.0
4.19,448,207,5,1167602400.0
3.98,80,123,13,1136066400.0
3.75,80,104,6,1167602400.0
3.92,80,227,17,983397600.0
3.83,80,162,11,983397600.0
3.92,112,101,9,1009836000.0
3.81,80,327,22,983397600.0
4.16,128,48919,1089,1187038800.0
4.16,192,13359,236,1187038800.0
4.24,125,14745,203,1187038800.0
4.46,392,922,86,803163600.0
3.90,661,8963,153,844117200.0
3.74,432,46,0,997045200.0
3.85,304,2506,264,1041372000.0
3.84,446,196,16,770418000.0
3.77,192,68,5,876776400.0
3.49,196,762,56,1249506000.0
4.25,272,15923,666,708296400.0
3.81,320,3090,195,1064869200.0
3.85,352,900,61,907189200.0
4.44,232,63599,1518,921016800.0
4.24,111,84421,1201,918165600.0
4.54,217,50951,1038,921016800.0
4.43,192,43065,876,921016800.0
4.47,160,36629,675,932072400.0
4.52,191,37038,767,936306000.0
4.45,263,40736,776,921016800.0
4.28,688,2061,194,524178000.0
3.74,40,98,29,875653200.0
4.16,560,664,23,845499600.0
3.61,245,187,41,1125522000.0
4.26,348,139,12,525906000.0
3.96,205,1,0,1001883600.0
3.55,304,10655,414,925506000.0
3.18,384,245,30,1081890000.0
4.32,208,12618,774,1002315600.0
4.33,208,7275,286,1025902800.0
4.27,250,6790,337,1033851600.0
3.64,342,2612,286,1170280800.0
3.60,391,2628,273,1173132000.0
3.94,320,3861,140,1086037200.0
3.50,368,1158,118,1157058000.0
3.96,320,3542,154,1099346400.0
4.04,310,6046,174,1073340000.0
3.99,272,14812,461,1044309600.0
3.93,334,2884,97,1022878800.0
4.05,592,86159,5727,1061154000.0
3.71,238,23970,570,925506000.0
3.89,165,7081,543,758412000.0
3.86,276,44,1,952120800.0
3.69,272,282,25,1057784400.0
4.08,201,17485,2100,915141600.0
3.92,216,1567,182,767739600.0
3.79,128,47,4,1060894800.0
4.20,224,421,14,1147726800.0
3.96,272,1689,157,861224400.0
3.87,139,1538,184,1109628000.0
3.82,480,2762,71,1094763600.0
3.65,95,451,17,819756000.0
3.86,368,71,6,230418000.0
3.76,106,1088,52,581115600.0
3.86,131,1141,122,1007589600.0
3.87,569,2882,48,688338000.0
4.00,88,4,2,599608800.0
4.30,250,16,1,1038693600.0
3.45,256,66,10,810421200.0
3.75,208,206,47,715122000.0
3.61,288,437,31,989269200.0
3.67,352,1845,128,980200800.0
3.83,32,39,6,874098000.0
3.93,32,355,44,915832800.0
4.03,379,17274,113,1072908000.0
3.97,561,7525,376,1173132000.0
3.82,314,200,12,1130796000.0
4.12,310,16918,1107,1136844000.0
4.08,352,1646,66,1163455200.0
4.18,608,9721,239,1020200400.0
3.82,432,1334,47,1141164000.0
3.58,272,356,25,1012773600.0
3.82,240,348,31,1158613200.0
3.96,240,1380,250,1029877200.0
3.58,350,11519,981,1162245600.0
4.05,224,1506,86,1130796000.0
4.22,352,1223,65,1154379600.0
3.93,224,58756,2528,1133733600.0
3.51,210,4160,241,1151355600.0
4.05,144,195,37,1064955600.0
4.05,320,226,24,1149109200.0
4.22,352,148,9,1041890400.0
3.92,190,88,2,1165874400.0
3.92,400,18671,1894,1104789600.0
3.81,453,104,9,1022446800.0
3.92,607,6,2,1046469600.0
3.49,215,117,19,1230069600.0
3.71,183,65091,2971,1148331600.0
3.32,128,164,6,1159218000.0
3.70,240,2208,116,1170712800.0
4.16,431,28405,1794,1026162000.0
3.89,269,78,3,974239200.0
4.35,56,26,3,1117486800.0
3.60,352,3704,136,1304974800.0
3.92,151,12162,709,1120597200.0
3.92,518,4399,515,1174341600.0
3.67,167,70,12,888616800.0
3.84,240,1227,124,1171663200.0
4.02,274,8632,560,781822800.0
5.00,150,1,0,551307600.0
4.10,144,65,3,936133200.0
3.84,104,17,1,609973200.0
4.35,219,767,89,1165356000.0
4.05,144,621,26,1164924000.0
4.37,838,173,10,907189200.0
3.73,424,95,16,1140732000.0
4.27,10,14,6,1130796000.0
3.17,24,42,11,816904800.0
3.83,640,247,13,804546000.0
4.04,370,86290,9497,1177966800.0
3.89,244,78,4,1174168800.0
3.66,250,1030,231,1184014800.0
4.21,576,2102,38,698104800.0
4.24,301,7201,292,779576400.0
4.09,144,2464,87,778366800.0
4.17,272,1437,30,1051131600.0
4.02,126,865,32,-325382400.0
4.18,754,120,28,536450400.0
3.28,189,99,20,1139263200.0
3.28,191,3172,304,1146517200.0
4.13,778,82,10,1115154000.0
3.51,40,85,16,827877600.0
3.73,230,150,13,961102800.0
3.78,342,112,6,928184400.0
3.85,288,80,1,1054674000.0
3.91,273,111,6,957128400.0
4.45,4736,1493,99,515970000.0
4.39,1088,438,39,685054800.0
4.00,74,242,14,817768800.0
3.73,237,1425,59,1078092000.0
3.67,890,0,0,1128114000.0
3.98,757,1813,40,1128978000.0
3.90,240,261,20,1031605200.0
3.80,336,82,10,891378000.0
3.81,246,36446,1486,823125600.0
3.92,448,13,4,852069600.0
3.92,1186,8754,300,1069884000.0
4.50,654,0,0,760226400.0
4.29,773,280,13,-168307200.0
3.99,174,4013,110,36540000.0
3.95,384,87,7,-1767225600.0
3.99,224,29,2,938034000.0
3.88,1264,21524,635,1046728800.0
3.88,1184,1165,62,963349200.0
4.14,412,213,8,1133388000.0
4.14,167,2987,175,127432800.0
4.12,3020,2734,84,347148000.0
3.91,841,626,22,898722000.0
3.86,496,238,9,903560400.0
3.83,224,76,3,441756000.0
3.96,288,694,64,983829600.0
3.93,352,52,5,968101200.0
3.52,246,274,28,1088629200.0
4.37,624,1665,92,428533200.0
3.75,64,2,0,980978400.0
4.61,915,23,4,1089234000.0
4.18,320,2040,150,591656400.0
4.49,832,63,8,1089234000.0
3.63,122,25,5,407541600.0
3.60,147,10,3,410220000.0
4.24,573,1069,132,1148331600.0
4.17,506,316,19,650322000.0
4.12,402,25,0,400885200.0
2.00,254,1,0,544222800.0
3.69,424,2530,182,1330380000.0
4.07,144,192,10,734648400.0
4.07,166,926,74,1105394400.0
4.27,192,9853,72,1129669200.0
3.67,216,866,37,1165874400.0
4.07,157,455,43,1014933600.0
3.91,400,8615,499,1164924000.0
4.04,250,352,12,1161810000.0
3.94,242,529,17,1152046800.0
4.23,416,82,9,1091307600.0
3.80,116,23157,1287,1283979600.0
3.44,32,17,2,1140386400.0
3.78,318,169,6,1118005200.0
4.28,240,4913,40,1059944400.0
3.70,371,1070,70,1112648400.0
3.99,210,925,37,1143496800.0
4.26,304,419,50,804546000.0
4.10,208,3299,57,1091307600.0
3.63,304,389,32,1069711200.0
0.00,128,0,0,954536400.0
3.87,192,388,15,1176757200.0
3.79,190,1535,107,1154984400.0
3.87,192,366,13,1182200400.0
3.92,192,343,11,1187643600.0
3.98,188,724,34,1160427600.0
3.91,192,412,20,1171922400.0
4.09,532,202,13,1005429600.0
4.16,509,790,113,1144702800.0
3.84,153,176,32,1057611600.0
4.51,886,246,21,1172700000.0
4.00,128,2,0,1120770000.0
3.70,176,10,0,1130446800.0
4.09,192,245,5,1127163600.0
4.00,175,4,0,1069711200.0
4.00,320,4406,160,1039039200.0
3.90,256,418,44,1102975200.0
4.01,173,194,11,1063314000.0
0.00,288,0,0,579387600.0
3.85,192,8494,289,1057006800.0
4.15,184,585,14,1151874000.0
3.93,192,1417,41,1131400800.0
4.32,192,582,10,1177966800.0
4.23,204,768,18,1141682400.0
4.23,192,441,7,1185915600.0
3.64,172,223,22,1018990800.0
4.16,656,6422,161,1146430800.0
3.99,339,1483,68,201992400.0
4.06,554,1546,64,496530000.0
3.87,48,11,3,1133992800.0
3.35,72,801,56,1087419600.0
3.87,49,10,0,885160800.0
3.98,336,942,48,264891600.0
3.94,160,12098,295,996613200.0
4.05,416,8,0,865630800.0
4.12,616,120,11,1067637600.0
3.75,416,84,5,1160514000.0
4.19,408,496,41,1072908000.0
4.17,500,101,11,885938400.0
4.04,304,1783,93,1072908000.0
3.46,832,46,0,1266789600.0
3.46,537,56,5,982188000.0
4.06,380,28940,1632,1177966800.0
4.14,321,46146,1158,1156798800.0
3.92,395,6650,150,1164060000.0
3.80,411,989,32,1158613200.0
3.80,96,6798,162,1127768400.0
4.00,391,37314,1040,1152565200.0
4.40,852,667,5,991602000.0
3.73,301,5641,315,1161637200.0
4.03,481,11035,418,1332799200.0
4.09,441,11070,150,1138399200.0
4.11,458,9423,90,1150405200.0
3.61,288,2665,304,1030395600.0
3.83,280,604,34,771714000.0
3.75,246,4,1,189295200.0
4.10,416,50,6,1050526800.0
4.10,377,9,1,473378400.0
4.04,288,18289,614,1155675600.0
4.24,208,6368,307,1365454800.0
4.16,336,276,19,998341200.0
4.02,224,276,52,1128114000.0
3.68,176,266,31,893106000.0
3.66,156,9760,402,860706000.0
3.87,287,14928,470,966805200.0
4.00,319,13891,628,1136239200.0
4.08,149,279,24,1135807200.0
3.91,672,1315,69,1160341200.0
3.90,256,109,15,1088629200.0
4.14,400,1193,103,999550800.0
4.36,165,3023,303,1149109200.0
4.36,160,1959,198,1083790800.0
3.72,256,20,1,631058400.0
4.38,368,592,39,1067292000.0
4.23,516,9,0,1033419600.0
4.22,636,4809,315,1125349200.0
3.80,336,313,19,953676000.0
3.89,572,5738,630,1059339600.0
4.36,255,20,2,699400800.0
3.91,254,95,10,893538000.0
2.62,144,2,1,1143838800.0
3.67,311,1725,120,1153774800.0
4.05,324,4370,221,1182805200.0
3.73,310,8709,534,1150146000.0
3.67,400,1,0,1113512400.0
3.97,288,4863,221,1150146000.0
4.10,32,462,35,293835600.0
4.08,30,89,5,694216800.0
3.97,293,174,8,1057006800.0
3.57,149,39,5,899240400.0
4.00,200,1292,20,1078869600.0
4.05,200,1153,16,1075845600.0
4.06,192,1060,18,1064955600.0
4.02,168,1017,33,1078264800.0
4.06,688,2481,35,677970000.0
4.52,464,27,3,441756000.0
3.92,138,42,4,151707600.0
4.01,509,13,1,986072400.0
3.72,358,607,22,1009922400.0
3.98,415,2173,89,1135634400.0
3.61,128,27,4,1141596000.0
3.73,145,34,6,986072400.0
3.50,142,26,1,986072400.0
3.67,96,3,1,1069106400.0
4.29,432,57,4,1189371600.0
3.98,403,10327,318,1159218000.0
3.82,0,11,2,1163455200.0
4.01,384,63501,1663,1159218000.0
4.04,288,302,8,1042495200.0
4.32,215,14,2,732319200.0
4.08,570,9679,640,1063054800.0
4.00,576,19,2,-1420070400.0
3.87,218,1,0,1175374800.0
3.37,552,15,4,-155088000.0
4.78,337,0,0,757375200.0
4.08,384,5011,88,162856800.0
3.80,176,631,60,798757200.0
4.00,518,961,29,1162332000.0
4.59,192,8634,118,1187038800.0
4.57,240,2779,19,1136844000.0
4.60,192,7480,119,1174341600.0
3.96,576,222,16,1089234000.0
3.85,1060,26,1,1101852000.0
3.83,943,36,4,1172700000.0
3.76,472,57,2,1124744400.0
3.76,472,6,1,1081371600.0
4.10,768,66,7,693525600.0
3.79,178,23,1,1176325200.0
3.93,368,85,12,1036015200.0
4.11,352,332,22,691711200.0
4.06,512,1041,53,813704400.0
4.24,462,9298,312,625093200.0
4.21,516,489,12,450824400.0
3.72,161,4667,703,1046469600.0
4.13,32,955,195,1091307600.0
3.82,181,6015,566,886284000.0
3.59,372,124,17,1003266000.0
3.85,341,15495,1037,1171317600.0
4.00,476,7407,297,920498400.0
3.97,144,243,23,130284000.0
4.05,50,0,0,1101852000.0
3.98,244,2742,104,1023656400.0
3.74,297,59,4,1153774800.0
3.78,276,638,39,959806800.0
3.91,372,1307,22,1075586400.0
3.91,288,43,4,1159218000.0
3.88,292,167,8,957128400.0
3.99,724,10891,230,925506000.0
3.62,233,426,30,454885200.0
3.97,112,400,32,1062363600.0
3.88,112,782,84,1062363600.0
4.03,128,466,15,1172527200.0
4.08,112,263,17,1120165200.0
4.05,119,1073,30,1086642000.0
4.07,128,659,30,1145912400.0
4.04,0,7,0,1092085200.0
3.94,96,6816,227,1276549200.0
4.35,1136,19542,184,766530000.0
4.22,208,12438,264,1187298000.0
4.38,208,1206,49,840229200.0
3.69,240,19,4,1175720400.0
4.04,368,1789,144,1125349200.0
3.95,320,2685,235,1014674400.0
4.09,160,283,24,1080766800.0
4.12,416,8,0,1054414800.0
4.00,144,289,11,1080766800.0
3.85,408,5729,256,1145912400.0
4.00,408,5810,200,1177362000.0
3.96,304,49,3,943999200.0
3.70,271,45,2,1114894800.0
4.12,265,8,1,1121806800.0
4.29,432,38757,826,1160427600.0
4.29,467,768,47,1188248400.0
4.29,462,10,1,1167602400.0
3.49,168,73,1,1110232800.0
3.81,348,165,24,1172700000.0
3.61,279,2433,146,1149541200.0
3.77,331,78,10,888703200.0
3.81,249,95,10,1119906000.0
4.45,352,1372,87,904597200.0
3.96,160,1369,17,546814800.0
3.79,399,1458,98,1055710800.0
3.00,528,3,0,997909200.0
4.69,473,730,36,1051563600.0
4.11,528,10,2,999291600.0
4.10,200,10,1,1263852000.0
3.71,199,7,0,752104800.0
3.95,194,91,2,1154379600.0
3.93,192,83,6,1191186000.0
3.57,176,77,3,1187125200.0
3.68,165,2,0,823125600.0
3.95,178,2,0,857167200.0
3.88,108,17,2,927493200.0
3.82,108,18,2,927493200.0
4.52,410,118,8,750632400.0
3.93,32,83,22,1169503200.0
3.69,348,279,19,410133600.0
3.72,304,10,0,1169676000.0
3.84,282,411,32,1020114000.0
3.77,391,337,47,1096491600.0
3.87,408,2824,299,1173736800.0
3.78,400,1986,246,1128978000.0
3.99,486,63,1,946418400.0
3.72,192,155,11,830466000.0
3.91,758,3618,425,917388000.0
3.75,304,1183,74,1044309600.0
4.03,370,7717,742,1159390800.0
3.68,125,181,29,1158267600.0
3.91,7,421,99,1101160800.0
4.37,1054,564,30,791589600.0
3.67,272,6,0,203634000.0
3.67,288,25,0,294354000.0
4.16,385,27382,1138,1122325200.0
4.14,399,42454,2156,1075845600.0
4.10,375,31540,1434,1091480400.0
4.02,363,20630,1310,1185224400.0
3.91,374,97343,8068,1046124000.0
3.91,373,3689,566,995490000.0
4.22,352,923,75,1088629200.0
4.18,371,1425,130,1057006800.0
3.72,197,820,31,1113253200.0
3.71,128,14,3,519512400.0
4.19,744,15,1,1057179600.0
3.88,316,4,1,1115845200.0
3.85,288,853,54,838760400.0
3.65,352,208,16,1024952400.0
3.90,352,30,4,1145912400.0
3.12,320,8,2,512686800.0
4.21,508,3190,325,1099260000.0
3.81,250,232,25,778366800.0
4.37,216,5162,325,779490000.0
3.81,336,28,3,1097528400.0
3.58,384,110,7,808088400.0
3.90,400,44607,4114,1141682400.0
3.99,1088,120,5,1175806800.0
4.00,127,81,3,872110800.0
3.68,221,310,16,856735200.0
4.13,384,614,68,1138744800.0
4.02,384,586,62,1072908000.0
3.95,416,773,86,978300000.0
4.09,380,414,37,1041372000.0
2.83,139,2,1,1345410000.0
4.10,784,490,41,1164837600.0
